Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Currency_Type
33,Male,PhD,Data Scientist,8,190000,Canada,Black,CAD
31,Female,Bachelor's,Software Engineer,6,155000,UK,Welsh,GBP
28,Male,Master's,Product Manager,3,130000,Australia,White,AUD
30,Female,Bachelor's,Data Analyst,5,145000,Australia,White,AUD
28,Male,Bachelor's,Software Engineer,3,125000,China,Korean,CNY
26,Female,Master's,Product Manager,2,120000,USA,White,USD
27,Male,Bachelor's,Data Analyst,2,110000,USA,African American,USD
30,Female,PhD,Data Scientist,5,180000,China,Korean,CNY
29,Male,Bachelor's,Software Engineer,4,140000,USA,Hispanic,USD
32,Male,Bachelor's,Product Manager,7,170000,China,Chinese,CNY
25,Female,Master's,Data Analyst,1,100000,Australia,Asian,AUD
33,Male,PhD,Data Scientist,8,190000,Canada,Asian,CAD
31,Female,Bachelor's,Software Engineer,6,155000,Australia,Australian,AUD
28,Male,Master's,Product Manager,3,130000,Canada,Asian,CAD
30,Female,Bachelor's,Data Analyst,5,145000,Canada,Asian,CAD
27,Male,PhD,Data Scientist,2,115000,UK,Asian,GBP
29,Female,Bachelor's,Software Engineer,4,140000,Australia,White,AUD
34,Male,Bachelor's,Product Manager,9,185000,Canada,White,CAD
25,Female,Master's,Data Analyst,1,100000,China,White,CNY
33,Male,PhD,Data Scientist,8,190000,UK,White,GBP
31,Female,Bachelor's,Software Engineer,6,155000,Australia,Australian,AUD
28,Male,Master's,Product Manager,3,130000,Canada,Asian,CAD
30,Female,Bachelor's,Data Analyst,5,145000,Canada,White,CAD
28,Male,Bachelor's,Software Engineer,3,125000,Australia,Asian,AUD
26,Female,Master's,Product Manager,2,120000,USA,White,USD
27,Male,Bachelor's,Data Analyst,2,110000,Australia,White,AUD
30,Female,PhD,Data Scientist,5,180000,Canada,Black,CAD
29,Male,Bachelor's,Software Engineer,4,140000,Australia,Asian,AUD
32,Male,Bachelor's,Product Manager,7,170000,USA,African American,USD
25,Female,Master's,Data Analyst,1,100000,Canada,Black,CAD
33,Male,PhD,Data Scientist,8,190000,Australia,Australian,AUD
31,Female,Bachelor's,Software Engineer,6,155000,China,Chinese,CNY
28,Male,Master's,Product Manager,3,130000,UK,Mixed,GBP
30,Female,Bachelor's,Data Analyst,5,145000,China,White,CNY
27,Male,PhD,Data Scientist,2,115000,Australia,Australian,AUD
29,Female,Bachelor's,Software Engineer,4,140000,China,Korean,CNY
34,Male,Bachelor's,Product Manager,9,185000,China,Korean,CNY
25,Female,Master's,Data Analyst,1,100000,China,Chinese,CNY
33,Male,PhD,Data Scientist,8,190000,USA,Asian,USD
31,Female,Bachelor's,Software Engineer,6,155000,Australia,Asian,AUD
28,Male,Master's,Product Manager,3,130000,Australia,Australian,AUD
30,Female,Bachelor's,Data Analyst,5,145000,Australia,Australian,AUD
28,Male,Bachelor's,Software Engineer,3,125000,Canada,Black,CAD
26,Female,Master's,Product Manager,2,120000,UK,Asian,GBP
27,Male,Bachelor's,Data Analyst,2,110000,China,White,CNY
30,Female,PhD,Data Scientist,5,180000,USA,African American,USD
29,Male,Bachelor's,Software Engineer,4,140000,Canada,Asian,CAD
32,Male,Bachelor's,Product Manager,7,170000,China,Korean,CNY
25,Female,Master's,Data Analyst,1,100000,Australia,Asian,AUD
33,Male,PhD,Data Scientist,8,190000,USA,Asian,USD
31,Female,Bachelor's,Software Engineer,6,155000,China,Chinese,CNY
28,Male,Master's,Product Manager,3,130000,USA,Hispanic,USD
30,Female,Bachelor's,Data Analyst,5,145000,USA,White,USD
27,Male,PhD,Data Scientist,2,115000,China,Korean,CNY
29,Female,Bachelor's,Software Engineer,4,140000,USA,African American,USD
34,Male,Bachelor's,Product Manager,9,185000,China,Chinese,CNY
25,Female,Master's,Data Analyst,1,100000,UK,Mixed,GBP
33,Male,PhD,Data Scientist,8,190000,UK,Welsh,GBP
31,Female,Bachelor's,Software Engineer,6,155000,Australia,Asian,AUD
28,Male,Master's,Product Manager,3,130000,USA,Asian,USD
30,Female,Bachelor's,Data Analyst,5,145000,Australia,White,AUD
27,Male,PhD,Data Scientist,2,115000,China,Korean,CNY
29,Female,Bachelor's,Software Engineer,4,140000,USA,Hispanic,USD
34,Male,Bachelor's,Product Manager,9,185000,UK,Mixed,GBP
25,Female,Master's,Data Analyst,1,100000,Australia,Australian,AUD
33,Male,PhD,Data Scientist,8,190000,China,Chinese,CNY
31,Female,Bachelor's,Software Engineer,6,155000,USA,Hispanic,USD
28,Male,Master's,Product Manager,3,130000,Canada,Asian,CAD
30,Female,Bachelor's,Data Analyst,5,145000,Australia,Asian,AUD
28,Male,Bachelor's,Software Engineer,3,125000,Australia,Asian,AUD
26,Female,Master's,Product Manager,2,120000,Australia,Australian,AUD
27,Male,Bachelor's,Data Analyst,2,110000,Australia,Asian,AUD
30,Female,PhD,Data Scientist,5,180000,USA,Asian,USD
29,Male,Bachelor's,Software Engineer,4,140000,USA,Hispanic,USD
32,Male,Bachelor's,Product Manager,7,170000,Canada,White,CAD
25,Female,Master's,Data Analyst,1,100000,UK,Welsh,GBP
33,Male,PhD,Data Scientist,8,190000,China,Korean,CNY
31,Female,Bachelor's,Software Engineer,6,155000,USA,Asian,USD
28,Male,Master's,Product Manager,3,130000,UK,Mixed,GBP
30,Female,Bachelor's,Data Analyst,5,145000,Australia,White,AUD
27,Male,PhD,Data Scientist,2,115000,Australia,Asian,AUD
29,Female,Bachelor's,Software Engineer,4,140000,China,Korean,CNY
34,Male,Bachelor's,Product Manager,9,185000,China,Korean,CNY
25,Female,Master's,Data Analyst,1,100000,Canada,Asian,CAD
33,Male,PhD,Data Scientist,8,190000,UK,Mixed,GBP
31,Female,Bachelor's,Software Engineer,6,155000,UK,Welsh,GBP
28,Male,Master's,Product Manager,3,130000,UK,Asian,GBP
30,Female,Bachelor's,Data Analyst,5,145000,China,Chinese,CNY
27,Male,PhD,Data Scientist,2,115000,UK,Welsh,GBP
29,Female,Bachelor's,Software Engineer,4,140000,China,Chinese,CNY
34,Male,Bachelor's,Product Manager,9,185000,China,White,CNY
25,Female,Master's,Data Analyst,1,100000,UK,White,GBP
33,Male,PhD,Data Scientist,8,190000,UK,Mixed,GBP
31,Female,Bachelor's,Software Engineer,6,155000,China,Chinese,CNY
28,Male,Master's,Product Manager,3,130000,Canada,White,CAD
30,Female,Bachelor's,Data Analyst,5,145000,USA,White,USD
27,Male,PhD,Data Scientist,2,115000,UK,Mixed,GBP
29,Female,Bachelor's,Software Engineer,4,140000,USA,White,USD
34,Male,Bachelor's,Product Manager,9,185000,Australia,Asian,AUD
25,Female,Master's,Data Analyst,1,100000,Australia,Asian,AUD
33,Male,PhD,Data Scientist,8,190000,Canada,Asian,CAD
31,Female,Bachelor's,Software Engineer,6,155000,Australia,Australian,AUD
28,Male,Master's,Product Manager,3,130000,Canada,Asian,CAD
30,Female,Bachelor's,Data Analyst,5,145000,China,Chinese,CNY
27,Male,PhD,Data Scientist,2,115000,Australia,White,AUD
29,Female,Bachelor's,Software Engineer,4,140000,China,Chinese,CNY
34,Male,Bachelor's,Product Manager,9,185000,Canada,White,CAD
25,Female,Master's,Data Analyst,1,100000,China,Korean,CNY
33,Male,PhD,Data Scientist,8,190000,UK,Mixed,GBP
31,Female,Bachelor's,Software Engineer,6,155000,USA,White,USD
28,Male,Master's,Product Manager,3,130000,Australia,White,AUD
30,Female,Bachelor's,Data Analyst,5,145000,USA,Hispanic,USD
27,Male,PhD,Data Scientist,2,115000,UK,Welsh,GBP
29,Female,Bachelor's,Software Engineer,4,140000,Canada,Asian,CAD
34,Male,Bachelor's,Product Manager,9,185000,Australia,Australian,AUD
26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian,AUD
29,Female,Master's,Data Scientist,6,180000,UK,Asian,GBP
32,Male,Bachelor's,Software Engineer,8,190000,Australia,White,AUD
27,Female,Bachelor's,Product Manager,4,150000,UK,Welsh,GBP
24,Male,Bachelor's,Data Analyst,1,90000,China,Chinese,CNY
31,Female,Master's,Data Scientist,9,195000,UK,Asian,GBP
28,Male,Bachelor's,Software Engineer,5,160000,China,White,CNY
33,Female,Master's,Product Manager,11,198000,USA,African American,USD
25,Male,Bachelor's,Data Analyst,2,110000,USA,Hispanic,USD
30,Female,PhD,Data Scientist,7,185000,China,Korean,CNY
27,Male,Bachelor's,Software Engineer,4,140000,UK,Mixed,GBP
34,Female,Master's,Product Manager,12,196000,China,Chinese,CNY
23,Male,Bachelor's,Data Analyst,1,95000,China,Korean,CNY
32,Female,PhD,Data Scientist,10,193000,Australia,White,AUD
29,Male,Bachelor's,Software Engineer,6,175000,Australia,White,AUD
30,Female,Bachelor's,Product Manager,5,160000,Australia,White,AUD
26,Male,Bachelor's,Data Analyst,3,130000,Canada,Black,CAD
31,Female,Master's,Data Scientist,6,180000,China,Korean,CNY
28,Male,Bachelor's,Software Engineer,5,160000,USA,African American,USD
33,Female,Master's,Product Manager,11,198000,UK,Mixed,GBP
24,Male,Bachelor's,Data Analyst,1,90000,China,White,CNY
30,Female,PhD,Data Scientist,7,185000,Canada,White,CAD
27,Male,Bachelor's,Software Engineer,4,140000,Canada,Black,CAD
34,Female,Master's,Product Manager,12,196000,Canada,White,CAD
25,Male,Bachelor's,Data Analyst,2,110000,China,Chinese,CNY
29,Female,Master's,Data Scientist,6,180000,USA,White,USD
32,Male,Bachelor's,Software Engineer,8,190000,Australia,White,AUD
27,Female,Bachelor's,Product Manager,4,150000,China,White,CNY
31,Male,Bachelor's,Data Analyst,9,195000,China,Korean,CNY
28,Female,Bachelor's,Software Engineer,5,160000,Australia,Asian,AUD
33,Male,Master's,Product Manager,11,198000,UK,White,GBP
26,Female,Bachelor's,Data Analyst,3,130000,Australia,White,AUD
30,Male,PhD,Data Scientist,7,185000,USA,African American,USD
27,Female,Bachelor's,Software Engineer,4,140000,UK,Welsh,GBP
34,Male,Master's,Product Manager,12,196000,China,Korean,CNY
25,Female,Bachelor's,Data Analyst,2,110000,China,Korean,CNY
32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian,GBP
29,Female,Master's,Data Scientist,6,180000,USA,White,USD
30,Male,Bachelor's,Data Analyst,5,160000,USA,African American,USD
33,Female,Master's,Product Manager,11,198000,USA,White,USD
24,Male,Bachelor's,Data Analyst,1,90000,USA,African American,USD
31,Female,PhD,Data Scientist,9,195000,Australia,White,AUD
28,Male,Bachelor's,Software Engineer,5,160000,Australia,Asian,AUD
27,Female,Bachelor's,Product Manager,4,150000,UK,White,GBP
26,Male,Bachelor's,Data Analyst,3,130000,Canada,White,CAD
29,Female,Master's,Data Scientist,6,180000,Canada,White,CAD
32,Male,Bachelor's,Software Engineer,8,190000,China,White,CNY
33,Female,Master's,Product Manager,11,198000,UK,White,GBP
25,Male,Bachelor's,Data Analyst,2,110000,Australia,White,AUD
30,Female,PhD,Data Scientist,7,185000,USA,Asian,USD
27,Male,Bachelor's,Software Engineer,4,140000,China,Chinese,CNY
34,Female,Master's,Product Manager,12,196000,UK,Mixed,GBP
31,Male,Bachelor's,Data Analyst,9,195000,Canada,Asian,CAD
28,Female,Bachelor's,Software Engineer,5,160000,China,White,CNY
26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian,AUD
29,Female,Master's,Data Scientist,6,180000,China,White,CNY
32,Male,Bachelor's,Software Engineer,8,190000,Australia,Australian,AUD
33,Female,Master's,Product Manager,11,198000,Australia,Australian,AUD
24,Male,Bachelor's,Data Analyst,1,90000,China,White,CNY
27,Male,Bachelor's,Software Engineer,4,140000,Australia,Asian,AUD
25,Female,Bachelor's,Data Analyst,2,110000,Australia,White,AUD
30,Female,PhD,Data Scientist,7,185000,USA,Asian,USD
31,Male,Bachelor's,Data Analyst,9,195000,UK,Asian,GBP
28,Female,Bachelor's,Software Engineer,5,160000,Canada,Asian,CAD
26,Male,Bachelor's,Data Analyst,3,130000,Canada,White,CAD
29,Female,Master's,Data Scientist,6,180000,USA,Hispanic,USD
32,Male,Bachelor's,Software Engineer,8,190000,Australia,Australian,AUD
33,Female,Master's,Product Manager,11,198000,Canada,Asian,CAD
24,Male,Bachelor's,Data Analyst,1,90000,UK,Welsh,GBP
27,Male,Bachelor's,Software Engineer,4,140000,USA,Hispanic,USD
25,Female,Bachelor's,Data Analyst,2,110000,USA,African American,USD
30,Female,PhD,Data Scientist,7,185000,Australia,Asian,AUD
31,Male,Bachelor's,Data Analyst,9,195000,China,Chinese,CNY
28,Female,Bachelor's,Software Engineer,5,160000,Canada,Asian,CAD
26,Male,Bachelor's,Data Analyst,3,130000,UK,Asian,GBP
29,Female,Master's,Data Scientist,6,180000,Canada,Asian,CAD
32,Male,Bachelor's,Software Engineer,8,190000,China,White,CNY
33,Female,Master's,Product Manager,11,198000,Canada,White,CAD
24,Male,Bachelor's,Data Analyst,1,90000,China,Korean,CNY
27,Male,Bachelor's,Software Engineer,4,140000,China,Korean,CNY
25,Female,Bachelor's,Data Analyst,2,110000,USA,Hispanic,USD
30,Female,PhD,Data Scientist,7,185000,USA,Hispanic,USD
31,Male,Bachelor's,Data Analyst,9,195000,UK,Asian,GBP
28,Female,Bachelor's,Software Engineer,5,160000,Australia,Asian,AUD
26,Male,Bachelor's,Data Analyst,3,130000,Australia,Australian,AUD
29,Female,Master's,Data Scientist,6,180000,Australia,Asian,AUD
32,Male,Bachelor's,Software Engineer,8,190000,Australia,Asian,AUD
33,Female,Master's,Product Manager,11,198000,China,White,CNY
24,Male,Bachelor's,Data Analyst,1,90000,Canada,White,CAD
27,Male,Bachelor's,Software Engineer,4,140000,USA,White,USD
25,Male,Bachelor's,Data Analyst,2,125000,UK,White,GBP
28,Female,Master's,Data Scientist,6,175000,Canada,Asian,CAD
30,Male,Bachelor's,Software Engineer,8,190000,UK,White,GBP
27,Female,Bachelor's,Product Manager,4,150000,UK,Welsh,GBP
24,Male,Bachelor's,Data Analyst,1,95000,UK,Mixed,GBP
31,Male,Master's,Data Scientist,9,195000,Canada,White,CAD
28,Male,Bachelor's,Software Engineer,5,160000,USA,African American,USD
33,Female,Master's,Product Manager,11,198000,Australia,White,AUD
26,Male,Bachelor's,Data Analyst,3,130000,Canada,Asian,CAD
30,Female,PhD,Data Scientist,7,185000,China,Chinese,CNY
27,Male,Bachelor's,Software Engineer,4,140000,Australia,White,AUD
34,Female,Master's,Product Manager,12,196000,UK,Asian,GBP
23,Male,Bachelor's,Data Analyst,1,90000,Canada,Asian,CAD
32,Female,PhD,Data Scientist,10,193000,Canada,Black,CAD
29,Male,Bachelor's,Software Engineer,6,170000,USA,Hispanic,USD
30,Female,Bachelor's,Product Manager,5,160000,China,White,CNY
26,Male,Bachelor's,Data Analyst,3,135000,Canada,Asian,CAD
31,Female,Master's,Data Scientist,6,180000,Canada,White,CAD
28,Male,Bachelor's,Software Engineer,5,160000,UK,Mixed,GBP
33,Female,Master's,Product Manager,11,198000,Canada,Black,CAD
24,Male,Bachelor's,Data Analyst,1,90000,Australia,White,AUD
30,Female,PhD,Data Scientist,7,185000,China,Korean,CNY
27,Male,Bachelor's,Software Engineer,4,140000,Australia,Australian,AUD
34,Female,Master's,Product Manager,12,196000,USA,Asian,USD
25,Male,Bachelor's,Data Analyst,2,115000,China,Korean,CNY
29,Female,Master's,Data Scientist,6,180000,Canada,Asian,CAD
32,Male,Bachelor's,Software Engineer,8,190000,China,Korean,CNY
27,Female,Bachelor's,Product Manager,4,150000,USA,African American,USD
31,Male,Bachelor's,Data Analyst,9,195000,UK,Asian,GBP
28,Female,Bachelor's,Software Engineer,5,160000,UK,Asian,GBP
33,Male,Master's,Product Manager,11,198000,UK,Mixed,GBP
26,Female,Bachelor's,Data Analyst,3,130000,Canada,Asian,CAD
30,Male,PhD,Data Scientist,7,185000,UK,Welsh,GBP
27,Female,Bachelor's,Software Engineer,4,140000,Canada,White,CAD
34,Male,Master's,Product Manager,12,196000,China,Korean,CNY
25,Female,Bachelor's,Data Analyst,2,110000,Australia,Asian,AUD
32,Male,Bachelor's,Software Engineer,8,190000,Canada,Black,CAD
29,Female,Master's,Data Scientist,6,180000,China,White,CNY
30,Male,Bachelor's,Data Analyst,5,160000,China,Chinese,CNY
33,Female,Master's,Product Manager,11,198000,UK,Welsh,GBP
24,Male,Bachelor's,Data Analyst,1,90000,Canada,Asian,CAD
31,Female,PhD,Data Scientist,9,195000,Australia,Asian,AUD
28,Male,Bachelor's,Software Engineer,5,160000,Canada,Black,CAD
27,Female,Bachelor's,Product Manager,4,150000,USA,Asian,USD
26,Male,Bachelor's,Data Analyst,3,130000,Canada,Black,CAD
29,Female,Master's,Data Scientist,6,180000,Canada,Black,CAD
32,Male,Bachelor's,Software Engineer,8,190000,UK,White,GBP
33,Female,Master's,Product Manager,11,198000,USA,African American,USD
25,Male,Bachelor's,Data Analyst,2,110000,UK,Welsh,GBP
30,Female,PhD,Data Scientist,7,185000,UK,White,GBP
27,Male,Bachelor's,Software Engineer,4,140000,Canada,White,CAD
34,Female,Master's,Product Manager,12,196000,UK,Welsh,GBP
31,Male,Bachelor's,Data Analyst,9,195000,China,Chinese,CNY
28,Female,Bachelor's,Software Engineer,5,160000,Canada,Black,CAD
26,Male,Bachelor's,Data Analyst,3,130000,China,Korean,CNY
29,Female,Master's,Data Scientist,6,180000,Canada,Black,CAD
32,Male,Bachelor's,Software Engineer,8,190000,Canada,White,CAD
33,Female,Master's,Product Manager,11,198000,UK,Asian,GBP
24,Male,Bachelor's,Data Analyst,1,90000,China,Korean,CNY
27,Male,Bachelor's,Software Engineer,4,140000,Canada,Black,CAD
25,Female,Bachelor's,Data Analyst,2,110000,UK,White,GBP
30,Female,PhD,Data Scientist,7,185000,Australia,Asian,AUD
31,Male,Bachelor's,Data Analyst,9,195000,USA,Hispanic,USD
28,Female,Bachelor's,Software Engineer,5,160000,Australia,Australian,AUD
26,Male,Bachelor's,Data Analyst,3,130000,Australia,Asian,AUD
29,Female,Master's,Data Scientist,6,180000,Canada,Asian,CAD
32,Male,Bachelor's,Software Engineer,8,190000,UK,Asian,GBP
33,Female,Master's,Product Manager,11,198000,UK,Welsh,GBP
24,Male,Bachelor's,Data Analyst,1,90000,Canada,Black,CAD
27,Male,Bachelor's,Software Engineer,4,140000,Canada,Black,CAD
25,Female,Bachelor's,Data Analyst,2,110000,Australia,White,AUD
30,Female,PhD,Data Scientist,7,185000,USA,White,USD
31,Male,Bachelor's,Data Analyst,9,195000,China,Korean,CNY
28,Female,Bachelor's,Software Engineer,5,160000,Canada,White,CAD
26,Male,Bachelor's,Data Analyst,3,130000,China,White,CNY
29,Female,Master's,Data Scientist,6,180000,Australia,Asian,AUD
32,Male,Bachelor's,Software Engineer,8,190000,USA,African American,USD
33,Female,Master's,Product Manager,11,198000,USA,Hispanic,USD
24,Male,Bachelor's,Data Analyst,1,90000,Australia,White,AUD
27,Male,Bachelor's,Software Engineer,4,140000,USA,Asian,USD
23,Male,Bachelor's,Data Analyst,1,90000,USA,White,USD
27,Female,Master's,Data Scientist,4,150000,Canada,Asian,CAD
32,Male,Bachelor's,Software Engineer,8,190000,China,White,CNY
24,Female,Bachelor's,Product Manager,3,125000,Australia,Australian,AUD
25,Male,Bachelor's,Data Analyst,2,110000,China,Chinese,CNY
31,Male,Master's,Data Scientist,7,180000,USA,Hispanic,USD
28,Male,Bachelor's,Software Engineer,5,160000,UK,Asian,GBP
33,Female,Master's,Product Manager,10,195000,China,Korean,CNY
26,Male,Bachelor's,Data Analyst,3,130000,UK,Welsh,GBP
30,Female,PhD,Data Scientist,6,170000,Canada,White,CAD
27,Male,Bachelor's,Software Engineer,4,140000,USA,Asian,USD
34,Female,Master's,Product Manager,11,196000,Australia,Australian,AUD
23,Male,Bachelor's,Data Analyst,1,92000,Canada,Asian,CAD
32,Female,PhD,Data Scientist,9,195000,Australia,Australian,AUD
29,Male,Bachelor's,Software Engineer,6,170000,UK,Mixed,GBP
30,Female,Bachelor's,Product Manager,5,160000,Canada,Asian,CAD
26,Male,Bachelor's,Data Analyst,3,135000,UK,White,GBP
31,Female,Master's,Data Scientist,6,180000,China,Korean,CNY
28,Male,Bachelor's,Software Engineer,5,165000,Canada,Asian,CAD
33,Female,Master's,Product Manager,11,198000,Australia,Australian,AUD
24,Male,Bachelor's,Data Analyst,1,95000,UK,Asian,GBP
30,Female,PhD,Data Scientist,7,185000,USA,African American,USD
27,Male,Bachelor's,Software Engineer,4,140000,USA,African American,USD
34,Female,Master's,Product Manager,12,196000,Australia,Australian,AUD
